Fund Code,Fund Name,Asset Code,Asset Name,IssuerId,Shares Outstanding,SOD Position,Transactions,EOD Position,EOD Percentage of Holdings
SC101,Harvee School Fund,ATNM,Actinium Pharmaceuticals Inc,196179,14895548,652729,59296,712025,4.78%
WD202,Emerging Market Fund,AUG,Auryn Resources Inc,314712,7426893,372998,47048,420046,5.66%
WD202,Emerging Market Fund,AUMN,Golden Minerals CO,338042,24375054,108470,67966,176436,0.72%
WD202,Emerging Market Fund,AUSF,Global X Adaptive US Factor ETF,269906,13569418,880093,81001,961094,7.08%
WD202,Emerging Market Fund,AWTM,Aware Ultra-Short Duration Enhanced,442960,22629602,272267,80821,353088,1.56%
WD202,Emerging Market Fund,AWX,Avalon Holdings Corp,322428,4537393,406931,35485,442416,9.75%
WD202,Emerging Market Fund,AXJL,Asia Pacific Ex-Japan Wisdomtree,145822,12561663,552347,89200,641547,5.11%
WD202,Emerging Market Fund,AXJV,Asia Ex Japan Min Vol Ishares Edge MSCI,378352,16883873,285141,87459,372600,2.21%
WD202,Emerging Market Fund,AXU,Alexco Resource Corp,250817,25962954,888091,20042,908133,3.50%
QS909,US Equity Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,388370,62739,451109,2.13%
QS909,US Equity Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,61518,29791,91309,0.67%
QS909,US Equity Fund,AAMC,Altisource Asset,259939,6379610,154129,58392,212521,3.33%
QS909,US Equity Fund,AAU,Almaden Minerals,417842,15472303,570753,-5210,565543,3.66%
QS909,US Equity Fund,ACES,Alps Clean Energy ETF,325984,14882213,555161,34139,589300,3.96%
QS909,US Equity Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,227621,78478,306099,1.09%
QS909,US Equity Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,523079,-8815,514264,1.77%
QS909,US Equity Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,497789,16628,514417,5.65%
QS909,US Equity Fund,ACSI,American Customer Satisfaction Core,152153,20704995,491372,59350,550722,2.66%
QS909,US Equity Fund,ACU,Acme United Corp,205776,13071018,130893,65190,196083,1.50%
QS909,US Equity Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,818670,48237,866907,3.72%
QS909,US Equity Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,515338,21512,536850,2.60%
QS909,US Equity Fund,ACY,Aerocentury Corp,320237,18665084,216298,16797,233095,1.25%
QS909,US Equity Fund,AE,Adams Resources & Energy,317647,16875502,881021,-5708,875313,5.19%
QS909,US Equity Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,734191,73882,808073,3.32%
QS909,US Equity Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,359326,75067,434393,2.31%
IS504,IXIX Insurance Fund,AIRI,Air Industries Group Inc,399968,26322951,696612,34942,731554,2.78%
IS504,IXIX Insurance Fund,AKG,Asanko Gold Inc,489328,19420844,85479,-3065,82414,0.42%
IS504,IXIX Insurance Fund,ALFA,Alphaclone Alternative Alpha ETF,258172,27188616,14144,56238,70382,0.26%
IS504,IXIX Insurance Fund,ALO,Alio Gold Corp,269159,10642837,151858,56957,208815,1.96%
IS504,IXIX Insurance Fund,ALTS,Mstar Alternative Solutions Proshares,233184,17841401,32002,70596,102598,0.58%
IS504,IXIX Insurance Fund,AMBO,Ambow Education Holding Ltd,145354,22314607,662810,35215,698025,3.13%
IS504,IXIX Insurance Fund,AMJ,Alerian MLP Index ETN JP Morgan,316509,29935052,290999,26721,317720,1.06%
IS504,IXIX Insurance Fund,AMJL,X-Links Mthy Pay 2X Leveraged Alerian,150244,3610070,780364,53318,833682,23.09%
IS504,IXIX Insurance Fund,AMLP,Alps Alerian MLP ETF,153286,1270470,122763,-7386,115377,9.08%
IS504,IXIX Insurance Fund,AMOM,Qraft Ai-Enhanced U.S. Large Cap,430953,569073,239109,61002,300111,52.74%
SC506,OXO School Fund,APT,Alpha Pro Tech,398611,14312317,521622,85700,607322,4.24%
SC506,OXO School Fund,ARCM,Arrow Reserve Capital Management ETF,353293,18398713,464232,69661,533893,2.90%
SC506,OXO School Fund,ARGT,G-X FTSE Argentina 20 ETF,225749,18894981,267741,46028,313769,1.66%
SC506,OXO School Fund,ARKF,Ark Fintech Innovation ETF,398198,24170405,336402,46581,382983,1.58%
SC506,OXO School Fund,ARKG,Ark Genomic Revolution Multi-Sector ETF,371561,8852626,891274,28136,919410,10.39%
SC506,OXO School Fund,ARKK,Ark Innovation ETF,255860,29494971,15464,4486,19950,0.07%
SC506,OXO School Fund,ARKQ,Ark Industrial Innovation ETF,301072,19516734,605486,72867,678353,3.48%
SC506,OXO School Fund,ARKW,Ark Web X.0 ETF,172441,11679856,43022,-2460,40562,0.35%
SC506,OXO School Fund,ARMP,Armata Pharmaceuticals Inc,339011,21185761,521941,72775,594716,2.81%
SC506,OXO School Fund,ARN.P,Arconic Inc Pf 3.75,378549,8297362,157764,6338,164102,1.98%
SC506,OXO School Fund,ASEA,G-X FTSE Asean 40 ETF,448156,13976077,516262,40772,557034,3.99%
BX790,China Equity Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,870800,49306,920106,4.35%
BX790,China Equity Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,558059,76868,634927,4.65%
BX790,China Equity Fund,AAMC,Altisource Asset,259939,6379610,63889,25556,89445,1.40%
BX790,China Equity Fund,AAU,Almaden Minerals,417842,15472303,783255,39822,823077,5.32%
BX790,China Equity Fund,ACES,Alps Clean Energy ETF,325984,14882213,641277,16821,658098,4.42%
BX790,China Equity Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,607480,-5049,602431,2.14%
BX790,China Equity Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,771566,11946,783512,2.69%
BX790,China Equity Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,667530,7612,675142,7.42%
BX790,China Equity Fund,ACSI,American Customer Satisfaction Core,152153,20704995,321620,38189,359809,1.74%
BX790,China Equity Fund,ACU,Acme United Corp,205776,13071018,95548,-3773,91775,0.70%
BX790,China Equity Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,422903,18875,441778,1.89%
BX790,China Equity Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,105776,72797,178573,0.87%
BX790,China Equity Fund,ACY,Aerocentury Corp,320237,18665084,185472,57781,243253,1.30%
BX790,China Equity Fund,AE,Adams Resources & Energy,317647,16875502,355005,53601,408606,2.42%
BX790,China Equity Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,196865,27410,224275,0.92%
BX790,China Equity Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,686755,79166,765921,4.07%
BX790,China Equity Fund,AFK,Africa Index ETF Vaneck,355109,2869124,205943,85611,291554,10.16%
BX790,China Equity Fund,AFTY,CSOP FTSE China A50 ETF,205065,26030948,53856,52457,106313,0.41%
BX790,China Equity Fund,AGE,Agex Therapeutics Inc,457705,11015510,209086,24069,233155,2.12%
BX790,China Equity Fund,AGG,US Aggregate Bond Ishares Core ETF,377992,3188350,157349,58911,216260,6.78%
BX790,China Equity Fund,AGGE,IQ Enhanced Core Bond U.S. ETF,276307,4860567,879750,54216,933966,19.22%
BX790,China Equity Fund,AGGP,IQ Enhanced Core Plus Bond U.S.,158489,26566289,86941,33391,120332,0.45%
BX790,China Equity Fund,AGGY,Wisdomtree Yield Enhcd US Agg Bond Fund,242824,8411862,617632,6422,624054,7.42%
AX404,DEF Private Wealth Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,501250,25540,526790,2.49%
AX404,DEF Private Wealth Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,244252,7830,252082,1.85%
AX404,DEF Private Wealth Fund,AAMC,Altisource Asset,259939,6379610,159113,4107,163220,2.56%
AX404,DEF Private Wealth Fund,AAU,Almaden Minerals,417842,15472303,887513,31289,918802,5.94%
AX404,DEF Private Wealth Fund,ACES,Alps Clean Energy ETF,325984,14882213,393462,18573,412035,2.77%
AX404,DEF Private Wealth Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,373012,30205,403217,1.43%
AX404,DEF Private Wealth Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,847409,64584,911993,3.13%
AX404,DEF Private Wealth Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,130153,75208,205361,2.26%
AX404,DEF Private Wealth Fund,ACSI,American Customer Satisfaction Core,152153,20704995,429050,87434,516484,2.49%
AX404,DEF Private Wealth Fund,ACU,Acme United Corp,205776,13071018,419942,86334,506276,3.87%
AX404,DEF Private Wealth Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,181235,49281,230516,0.99%
AX404,DEF Private Wealth Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,88076,-2012,86064,0.42%
AX404,DEF Private Wealth Fund,ACY,Aerocentury Corp,320237,18665084,25968,33516,59484,0.32%
AX404,DEF Private Wealth Fund,AE,Adams Resources & Energy,317647,16875502,195659,79463,275122,1.63%
AX404,DEF Private Wealth Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,341143,53882,395025,1.62%
AX404,DEF Private Wealth Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,676018,-31,675987,3.60%
AX404,DEF Private Wealth Fund,AFK,Africa Index ETF Vaneck,355109,2869124,672689,26831,699520,24.38%
