Fund Code,Fund Name,Asset Code,Asset Name,IssuerId,Shares Outstanding,SOD Position,Transactions,EOD Position,EOD Percentage of Holdings
IS504,IXIX Insurance Fund,ALFA,Alphaclone Alternative Alpha ETF,258172,27188616,613178,-2012,611166,2.25%
IS504,IXIX Insurance Fund,ALO,Alio Gold Corp,269159,10642837,42766,66271,109037,1.02%
IS504,IXIX Insurance Fund,ALTS,Mstar Alternative Solutions Proshares,233184,17841401,426382,52884,479266,2.69%
IS504,IXIX Insurance Fund,AMBO,Ambow Education Holding Ltd,145354,22314607,463914,85363,549277,2.46%
IS504,IXIX Insurance Fund,AMJ,Alerian MLP Index ETN JP Morgan,316509,29935052,706201,54357,760558,2.54%
IS504,IXIX Insurance Fund,AMJL,X-Links Mthy Pay 2X Leveraged Alerian,150244,3610070,896321,20707,917028,25.40%
IS504,IXIX Insurance Fund,AMLP,Alps Alerian MLP ETF,153286,1270470,819621,38583,858204,67.55%
IS504,IXIX Insurance Fund,AMOM,Qraft Ai-Enhanced U.S. Large Cap,430953,569073,863286,62439,925725,162.67%
SC506,OXO School Fund,APT,Alpha Pro Tech,398611,14312317,802872,75590,878462,6.14%
SC506,OXO School Fund,ARCM,Arrow Reserve Capital Management ETF,353293,18398713,23646,67457,91103,0.50%
SC506,OXO School Fund,ARGT,G-X FTSE Argentina 20 ETF,225749,18894981,805694,33540,839234,4.44%
SC506,OXO School Fund,ARKF,Ark Fintech Innovation ETF,398198,24170405,681039,-5808,675231,2.79%
SC506,OXO School Fund,ARKG,Ark Genomic Revolution Multi-Sector ETF,371561,8852626,629825,35415,665240,7.51%
SC506,OXO School Fund,ARKK,Ark Innovation ETF,255860,29494971,547919,12351,560270,1.90%
SC506,OXO School Fund,ARKQ,Ark Industrial Innovation ETF,301072,19516734,777976,35905,813881,4.17%
SC506,OXO School Fund,ARKW,Ark Web X.0 ETF,172441,11679856,565460,25930,591390,5.06%
SC506,OXO School Fund,ARMP,Armata Pharmaceuticals Inc,339011,21185761,325518,86781,412299,1.95%
SC506,OXO School Fund,ARN.P,Arconic Inc Pf 3.75,378549,8297362,446757,12669,459426,5.54%
SC506,OXO School Fund,ASEA,G-X FTSE Asean 40 ETF,448156,13976077,506939,45072,552011,3.95%
BX790,China Equity Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,605416,47423,652839,3.09%
BX790,China Equity Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,419922,11130,431052,3.16%
BX790,China Equity Fund,AAMC,Altisource Asset,259939,6379610,565754,-1001,564753,8.85%
BX790,China Equity Fund,AAU,Almaden Minerals,417842,15472303,469165,43962,513127,3.32%
BX790,China Equity Fund,ACES,Alps Clean Energy ETF,325984,14882213,377433,13272,390705,2.63%
BX790,China Equity Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,169006,28118,197124,0.70%
BX790,China Equity Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,505141,80976,586117,2.01%
BX790,China Equity Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,361471,-8274,353197,3.88%
BX790,China Equity Fund,ACSI,American Customer Satisfaction Core,152153,20704995,888527,8899,897426,4.33%
BX790,China Equity Fund,ACU,Acme United Corp,205776,13071018,487803,38245,526048,4.02%
BX790,China Equity Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,765624,-7320,758304,3.25%
BX790,China Equity Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,86318,-2364,83954,0.41%
BX790,China Equity Fund,ACY,Aerocentury Corp,320237,18665084,150830,51658,202488,1.08%
BX790,China Equity Fund,AE,Adams Resources & Energy,317647,16875502,866481,11099,877580,5.20%
BX790,China Equity Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,405460,85197,490657,2.02%
BX790,China Equity Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,850031,299,850330,4.52%
BX790,China Equity Fund,AFK,Africa Index ETF Vaneck,355109,2869124,404458,78608,483066,16.84%
BX790,China Equity Fund,AFTY,CSOP FTSE China A50 ETF,205065,26030948,362740,60451,423191,1.63%
BX790,China Equity Fund,AGE,Agex Therapeutics Inc,457705,11015510,109158,17458,126616,1.15%
BX790,China Equity Fund,AGG,US Aggregate Bond Ishares Core ETF,377992,3188350,837182,7359,844541,26.49%
BX790,China Equity Fund,AGGE,IQ Enhanced Core Bond U.S. ETF,276307,4860567,220069,76386,296455,6.10%
BX790,China Equity Fund,AGGP,IQ Enhanced Core Plus Bond U.S.,158489,26566289,415018,12311,427329,1.61%
BX790,China Equity Fund,AGGY,Wisdomtree Yield Enhcd US Agg Bond Fund,242824,8411862,546880,42674,589554,7.01%
AX404,DEF Private Wealth Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,424177,-4011,420166,1.99%
AX404,DEF Private Wealth Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,714968,69461,784429,5.74%
AX404,DEF Private Wealth Fund,AAMC,Altisource Asset,259939,6379610,165880,66991,232871,3.65%
AX404,DEF Private Wealth Fund,AAU,Almaden Minerals,417842,15472303,323376,59702,383078,2.48%
AX404,DEF Private Wealth Fund,ACES,Alps Clean Energy ETF,325984,14882213,463809,25329,489138,3.29%
AX404,DEF Private Wealth Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,864958,51479,916437,3.26%
AX404,DEF Private Wealth Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,129736,80698,210434,0.72%
AX404,DEF Private Wealth Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,447800,-4127,443673,4.87%
AX404,DEF Private Wealth Fund,ACSI,American Customer Satisfaction Core,152153,20704995,765645,75083,840728,4.06%
AX404,DEF Private Wealth Fund,ACU,Acme United Corp,205776,13071018,583738,18979,602717,4.61%
AX404,DEF Private Wealth Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,717568,62441,780009,3.34%
AX404,DEF Private Wealth Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,356089,68980,425069,2.06%
AX404,DEF Private Wealth Fund,ACY,Aerocentury Corp,320237,18665084,421269,45810,467079,2.50%
AX404,DEF Private Wealth Fund,AE,Adams Resources & Energy,317647,16875502,601563,40549,642112,3.80%
AX404,DEF Private Wealth Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,393202,17517,410719,1.69%
AX404,DEF Private Wealth Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,173040,69727,242767,1.29%
AX404,DEF Private Wealth Fund,AFK,Africa Index ETF Vaneck,355109,2869124,284123,31869,315992,11.01%
