Fund Code,Fund Name,Asset Code,Asset Name,IssuerId,Shares Outstanding,SOD Position,Transactions,EOD Position,EOD Percentage of Holdings
WS202,XYZ Insurance Fund,AMOM,Qraft Ai-Enhanced U.S. Large Cap,430953,569073,177623,57208,234831,41.27%
WS202,XYZ Insurance Fund,AMPE,Ampio Pharmaceuticals,450084,1705883,758307,73559,831866,48.76%
WS202,XYZ Insurance Fund,AMS,American Shared Hospital Services,417056,24131521,631503,64364,695867,2.88%
WS202,XYZ Insurance Fund,AMU,Etracs Alerian MLP Index ETN,213001,4685241,157572,21161,178733,3.81%
WS202,XYZ Insurance Fund,AMUB,Etracs Alerian MLP ETN Series B,462746,7521273,383441,-822,382619,5.09%
WS202,XYZ Insurance Fund,AMZA,Infracap MLP ETF,446334,12143849,90339,4387,94726,0.78%
WS202,XYZ Insurance Fund,ANGL,Fallen Angel HY Bond ETF Vaneck,375984,6822481,529309,33274,562583,8.25%
WS202,XYZ Insurance Fund,AOA,Aggressive Allocation Ishares Core ETF,324885,26475221,825193,12993,838186,3.17%
WS202,XYZ Insurance Fund,AOIL,Aberdeen Standard Bloomberg WTI Crude,270982,14549075,365016,17729,382745,2.63%
WS202,XYZ Insurance Fund,AOK,Conservative Allocation Ishares Core ETF,285791,8173002,826629,25577,852206,10.43%
WS202,XYZ Insurance Fund,AOM,Moderate Allocation Ishares Core ETF,204081,24708209,556456,-5159,551297,2.23%
WS202,XYZ Insurance Fund,AOR,Growth Allocation Ishares Core ETF,293422,27848155,676489,37740,714229,2.56%
SC101,Harvee School Fund,APT,Alpha Pro Tech,398611,14312317,36996,18797,55793,0.39%
SC101,Harvee School Fund,ARCM,Arrow Reserve Capital Management ETF,353293,18398713,796885,57286,854171,4.64%
SC101,Harvee School Fund,ARGT,G-X FTSE Argentina 20 ETF,225749,18894981,725500,80890,806390,4.27%
SC101,Harvee School Fund,ARKF,Ark Fintech Innovation ETF,398198,24170405,661238,83821,745059,3.08%
SC101,Harvee School Fund,ARKG,Ark Genomic Revolution Multi-Sector ETF,371561,8852626,331525,24505,356030,4.02%
SC101,Harvee School Fund,ARKK,Ark Innovation ETF,255860,29494971,458099,54817,512916,1.74%
SC101,Harvee School Fund,ARKQ,Ark Industrial Innovation ETF,301072,19516734,62871,45418,108289,0.55%
SC101,Harvee School Fund,ARKW,Ark Web X.0 ETF,172441,11679856,840098,89547,929645,7.96%
SC101,Harvee School Fund,ARMP,Armata Pharmaceuticals Inc,339011,21185761,52887,10840,63727,0.30%
SC101,Harvee School Fund,ARN.P,Arconic Inc Pf 3.75,378549,8297362,377756,-7569,370187,4.46%
SC101,Harvee School Fund,ASEA,G-X FTSE Asean 40 ETF,448156,13976077,227170,50430,277600,1.99%
SC101,Harvee School Fund,ASHR,Db-Xt Harvest CSI 300 China A,317805,8760840,631569,81269,712838,8.14%
SC101,Harvee School Fund,ASHS,Db-Xt Harvest CSI 500 China A,352585,8704216,202059,41160,243219,2.79%
SC101,Harvee School Fund,ASHX,Db-Xt CSI 300 China A Hgd Eq,248579,3334550,60541,55547,116088,3.48%
SC101,Harvee School Fund,ASM,Avino Silver & Gold,284852,15132228,48101,36051,84152,0.56%
SC101,Harvee School Fund,ATMP,Barclays Plus Select MLP ETN,254220,12262853,516943,2072,519015,4.23%
SC101,Harvee School Fund,ATNM,Actinium Pharmaceuticals Inc,196179,14895548,132932,54599,187531,1.26%
WD202,Emerging Market Fund,AUG,Auryn Resources Inc,314712,7426893,150031,60406,210437,2.83%
WD202,Emerging Market Fund,AUMN,Golden Minerals CO,338042,24375054,734912,80154,815066,3.34%
WD202,Emerging Market Fund,AUSF,Global X Adaptive US Factor ETF,269906,13569418,824757,17711,842468,6.21%
WD202,Emerging Market Fund,AWTM,Aware Ultra-Short Duration Enhanced,442960,22629602,125641,25629,151270,0.67%
WD202,Emerging Market Fund,AWX,Avalon Holdings Corp,322428,4537393,778444,39509,817953,18.03%
WD202,Emerging Market Fund,AXJL,Asia Pacific Ex-Japan Wisdomtree,145822,12561663,606033,79306,685339,5.46%
WD202,Emerging Market Fund,AXJV,Asia Ex Japan Min Vol Ishares Edge MSCI,378352,16883873,32174,15815,47989,0.28%
WD202,Emerging Market Fund,AXU,Alexco Resource Corp,250817,25962954,220186,47159,267345,1.03%
QS909,US Equity Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,521522,23307,544829,2.58%
QS909,US Equity Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,793853,19201,813054,5.95%
QS909,US Equity Fund,AAMC,Altisource Asset,259939,6379610,832200,6195,838395,13.14%
QS909,US Equity Fund,AAU,Almaden Minerals,417842,15472303,168998,6741,175739,1.14%
QS909,US Equity Fund,ACES,Alps Clean Energy ETF,325984,14882213,472548,62156,534704,3.59%
QS909,US Equity Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,292551,27326,319877,1.14%
QS909,US Equity Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,463885,36172,500057,1.72%
QS909,US Equity Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,48440,68970,117410,1.29%
QS909,US Equity Fund,ACSI,American Customer Satisfaction Core,152153,20704995,349978,13488,363466,1.76%
QS909,US Equity Fund,ACU,Acme United Corp,205776,13071018,408831,76039,484870,3.71%
QS909,US Equity Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,364169,2953,367122,1.57%
QS909,US Equity Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,618550,41489,660039,3.20%
QS909,US Equity Fund,ACY,Aerocentury Corp,320237,18665084,407524,49625,457149,2.45%
QS909,US Equity Fund,AE,Adams Resources & Energy,317647,16875502,352323,71235,423558,2.51%
QS909,US Equity Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,128712,74465,203177,0.84%
QS909,US Equity Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,90394,7448,97842,0.52%
IS504,IXIX Insurance Fund,AIRI,Air Industries Group Inc,399968,26322951,770655,15349,786004,2.99%
IS504,IXIX Insurance Fund,AKG,Asanko Gold Inc,489328,19420844,587017,21422,608439,3.13%
IS504,IXIX Insurance Fund,ALFA,Alphaclone Alternative Alpha ETF,258172,27188616,51785,-1262,50523,0.19%
IS504,IXIX Insurance Fund,ALO,Alio Gold Corp,269159,10642837,345678,72801,418479,3.93%
IS504,IXIX Insurance Fund,ALTS,Mstar Alternative Solutions Proshares,233184,17841401,893595,37697,931292,5.22%
IS504,IXIX Insurance Fund,AMBO,Ambow Education Holding Ltd,145354,22314607,164998,75624,240622,1.08%
IS504,IXIX Insurance Fund,AMJ,Alerian MLP Index ETN JP Morgan,316509,29935052,216358,14332,230690,0.77%
IS504,IXIX Insurance Fund,AMJL,X-Links Mthy Pay 2X Leveraged Alerian,150244,3610070,770215,80284,850499,23.56%
IS504,IXIX Insurance Fund,AMLP,Alps Alerian MLP ETF,153286,1270470,445919,74502,520421,40.96%
IS504,IXIX Insurance Fund,AMOM,Qraft Ai-Enhanced U.S. Large Cap,430953,569073,209725,55297,265022,46.57%
SC506,OXO School Fund,APT,Alpha Pro Tech,398611,14312317,47057,29802,76859,0.54%
SC506,OXO School Fund,ARCM,Arrow Reserve Capital Management ETF,353293,18398713,310146,76987,387133,2.10%
SC506,OXO School Fund,ARGT,G-X FTSE Argentina 20 ETF,225749,18894981,547489,27828,575317,3.04%
SC506,OXO School Fund,ARKF,Ark Fintech Innovation ETF,398198,24170405,489816,3739,493555,2.04%
SC506,OXO School Fund,ARKG,Ark Genomic Revolution Multi-Sector ETF,371561,8852626,364535,11680,376215,4.25%
SC506,OXO School Fund,ARKK,Ark Innovation ETF,255860,29494971,119484,71374,190858,0.65%
SC506,OXO School Fund,ARKQ,Ark Industrial Innovation ETF,301072,19516734,185332,48059,233391,1.20%
SC506,OXO School Fund,ARKW,Ark Web X.0 ETF,172441,11679856,634334,2473,636807,5.45%
SC506,OXO School Fund,ARMP,Armata Pharmaceuticals Inc,339011,21185761,122456,88342,210798,0.99%
SC506,OXO School Fund,ARN.P,Arconic Inc Pf 3.75,378549,8297362,29021,33127,62148,0.75%
SC506,OXO School Fund,ASEA,G-X FTSE Asean 40 ETF,448156,13976077,400592,4430,405022,2.90%
BX790,China Equity Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,770542,40613,811155,3.84%
BX790,China Equity Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,134122,8092,142214,1.04%
BX790,China Equity Fund,AAMC,Altisource Asset,259939,6379610,210829,87315,298144,4.67%
BX790,China Equity Fund,AAU,Almaden Minerals,417842,15472303,671842,86728,758570,4.90%
BX790,China Equity Fund,ACES,Alps Clean Energy ETF,325984,14882213,16370,66594,82964,0.56%
BX790,China Equity Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,254811,3840,258651,0.92%
BX790,China Equity Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,543234,83949,627183,2.15%
BX790,China Equity Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,780602,35707,816309,8.97%
BX790,China Equity Fund,ACSI,American Customer Satisfaction Core,152153,20704995,21896,70936,92832,0.45%
BX790,China Equity Fund,ACU,Acme United Corp,205776,13071018,226276,2337,228613,1.75%
BX790,China Equity Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,327768,79327,407095,1.74%
BX790,China Equity Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,773425,53298,826723,4.01%
BX790,China Equity Fund,ACY,Aerocentury Corp,320237,18665084,148238,22255,170493,0.91%
BX790,China Equity Fund,AE,Adams Resources & Energy,317647,16875502,709690,57651,767341,4.55%
BX790,China Equity Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,547793,77357,625150,2.57%
BX790,China Equity Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,471042,37312,508354,2.70%
BX790,China Equity Fund,AFK,Africa Index ETF Vaneck,355109,2869124,522307,49622,571929,19.93%
BX790,China Equity Fund,AFTY,CSOP FTSE China A50 ETF,205065,26030948,245052,85627,330679,1.27%
BX790,China Equity Fund,AGE,Agex Therapeutics Inc,457705,11015510,524345,-4903,519442,4.72%
BX790,China Equity Fund,AGG,US Aggregate Bond Ishares Core ETF,377992,3188350,452838,3730,456568,14.32%
BX790,China Equity Fund,AGGE,IQ Enhanced Core Bond U.S. ETF,276307,4860567,820429,41004,861433,17.72%
BX790,China Equity Fund,AGGP,IQ Enhanced Core Plus Bond U.S.,158489,26566289,324627,88844,413471,1.56%
BX790,China Equity Fund,AGGY,Wisdomtree Yield Enhcd US Agg Bond Fund,242824,8411862,577594,-3552,574042,6.82%
AX404,DEF Private Wealth Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,611616,87307,698923,3.30%
AX404,DEF Private Wealth Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,164128,10861,174989,1.28%
AX404,DEF Private Wealth Fund,AAMC,Altisource Asset,259939,6379610,179804,24082,203886,3.20%
AX404,DEF Private Wealth Fund,AAU,Almaden Minerals,417842,15472303,18760,34225,52985,0.34%
AX404,DEF Private Wealth Fund,ACES,Alps Clean Energy ETF,325984,14882213,420208,30324,450532,3.03%
AX404,DEF Private Wealth Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,630394,27377,657771,2.34%
AX404,DEF Private Wealth Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,748173,81969,830142,2.85%
AX404,DEF Private Wealth Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,658890,29093,687983,7.56%
AX404,DEF Private Wealth Fund,ACSI,American Customer Satisfaction Core,152153,20704995,644808,13431,658239,3.18%
AX404,DEF Private Wealth Fund,ACU,Acme United Corp,205776,13071018,487251,16568,503819,3.85%
AX404,DEF Private Wealth Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,664317,6069,670386,2.87%
AX404,DEF Private Wealth Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,290749,86312,377061,1.83%
AX404,DEF Private Wealth Fund,ACY,Aerocentury Corp,320237,18665084,402552,78214,480766,2.58%
AX404,DEF Private Wealth Fund,AE,Adams Resources & Energy,317647,16875502,617470,3782,621252,3.68%
AX404,DEF Private Wealth Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,383197,50356,433553,1.78%
AX404,DEF Private Wealth Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,115762,70598,186360,0.99%
AX404,DEF Private Wealth Fund,AFK,Africa Index ETF Vaneck,355109,2869124,411425,7024,418449,14.58%
