Fund Code,Fund Name,Asset Code,Asset Name,IssuerId,Shares Outstanding,SOD Position,Transactions,EOD Position,EOD Percentage of Holdings
WS202,XYZ Insurance Fund,ALTS,Mstar Alternative Solutions Proshares,233184,17841401,214183,21367,235550,1.32%
WS202,XYZ Insurance Fund,AMBO,Ambow Education Holding Ltd,145354,22314607,437394,88148,525542,2.36%
WS202,XYZ Insurance Fund,AMJ,Alerian MLP Index ETN JP Morgan,316509,29935052,364486,22555,387041,1.29%
WS202,XYZ Insurance Fund,AMJL,X-Links Mthy Pay 2X Leveraged Alerian,150244,3610070,448567,-3589,444978,12.33%
WS202,XYZ Insurance Fund,AMLP,Alps Alerian MLP ETF,153286,1270470,603285,-2867,600418,47.26%
WS202,XYZ Insurance Fund,AMOM,Qraft Ai-Enhanced U.S. Large Cap,430953,569073,20381,27079,47460,8.34%
WS202,XYZ Insurance Fund,AMPE,Ampio Pharmaceuticals,450084,1705883,228420,4091,232511,13.63%
WS202,XYZ Insurance Fund,AMS,American Shared Hospital Services,417056,24131521,635649,60416,696065,2.88%
WS202,XYZ Insurance Fund,AMU,Etracs Alerian MLP Index ETN,213001,4685241,418407,76289,494696,10.56%
WS202,XYZ Insurance Fund,AMUB,Etracs Alerian MLP ETN Series B,462746,7521273,123189,5400,128589,1.71%
WS202,XYZ Insurance Fund,AMZA,Infracap MLP ETF,446334,12143849,651353,72499,723852,5.96%
WS202,XYZ Insurance Fund,ANGL,Fallen Angel HY Bond ETF Vaneck,375984,6822481,239991,76598,316589,4.64%
WS202,XYZ Insurance Fund,AOA,Aggressive Allocation Ishares Core ETF,324885,26475221,622627,18917,641544,2.42%
WS202,XYZ Insurance Fund,AOIL,Aberdeen Standard Bloomberg WTI Crude,270982,14549075,871458,-138,871320,5.99%
WS202,XYZ Insurance Fund,AOK,Conservative Allocation Ishares Core ETF,285791,8173002,880865,25702,906567,11.09%
WS202,XYZ Insurance Fund,AOM,Moderate Allocation Ishares Core ETF,204081,24708209,531634,68091,599725,2.43%
WS202,XYZ Insurance Fund,AOR,Growth Allocation Ishares Core ETF,293422,27848155,369948,15498,385446,1.38%
SC101,Harvee School Fund,APT,Alpha Pro Tech,398611,14312317,48148,58779,106927,0.75%
SC101,Harvee School Fund,ARCM,Arrow Reserve Capital Management ETF,353293,18398713,71347,69778,141125,0.77%
SC101,Harvee School Fund,ARGT,G-X FTSE Argentina 20 ETF,225749,18894981,823710,83477,907187,4.80%
SC101,Harvee School Fund,ARKF,Ark Fintech Innovation ETF,398198,24170405,467877,61643,529520,2.19%
SC101,Harvee School Fund,ARKG,Ark Genomic Revolution Multi-Sector ETF,371561,8852626,731989,2044,734033,8.29%
SC101,Harvee School Fund,ARKK,Ark Innovation ETF,255860,29494971,384566,13745,398311,1.35%
SC101,Harvee School Fund,ARKQ,Ark Industrial Innovation ETF,301072,19516734,821155,88026,909181,4.66%
SC101,Harvee School Fund,ARKW,Ark Web X.0 ETF,172441,11679856,778143,61578,839721,7.19%
SC101,Harvee School Fund,ARMP,Armata Pharmaceuticals Inc,339011,21185761,23306,87741,111047,0.52%
SC101,Harvee School Fund,ARN.P,Arconic Inc Pf 3.75,378549,8297362,187814,19703,207517,2.50%
SC101,Harvee School Fund,ASEA,G-X FTSE Asean 40 ETF,448156,13976077,360009,82417,442426,3.17%
SC101,Harvee School Fund,ASHR,Db-Xt Harvest CSI 300 China A,317805,8760840,226468,-6367,220101,2.51%
SC101,Harvee School Fund,ASHS,Db-Xt Harvest CSI 500 China A,352585,8704216,37787,57133,94920,1.09%
SC101,Harvee School Fund,ASHX,Db-Xt CSI 300 China A Hgd Eq,248579,3334550,194290,11332,205622,6.17%
SC101,Harvee School Fund,ASM,Avino Silver & Gold,284852,15132228,61417,89343,150760,1.00%
SC101,Harvee School Fund,ATMP,Barclays Plus Select MLP ETN,254220,12262853,575032,47940,622972,5.08%
SC101,Harvee School Fund,ATNM,Actinium Pharmaceuticals Inc,196179,14895548,740438,70740,811178,5.45%
WD202,Emerging Market Fund,AUG,Auryn Resources Inc,314712,7426893,261474,77065,338539,4.56%
WD202,Emerging Market Fund,AUMN,Golden Minerals CO,338042,24375054,770166,14036,784202,3.22%
WD202,Emerging Market Fund,AUSF,Global X Adaptive US Factor ETF,269906,13569418,724297,52145,776442,5.72%
WD202,Emerging Market Fund,AWTM,Aware Ultra-Short Duration Enhanced,442960,22629602,483072,43730,526802,2.33%
WD202,Emerging Market Fund,AWX,Avalon Holdings Corp,322428,4537393,218197,52759,270956,5.97%
WD202,Emerging Market Fund,AXJL,Asia Pacific Ex-Japan Wisdomtree,145822,12561663,82599,16090,98689,0.79%
WD202,Emerging Market Fund,AXJV,Asia Ex Japan Min Vol Ishares Edge MSCI,378352,16883873,79414,69619,149033,0.88%
WD202,Emerging Market Fund,AXU,Alexco Resource Corp,250817,25962954,172412,4754,177166,0.68%
QS909,US Equity Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,572981,43126,616107,2.91%
QS909,US Equity Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,312810,3315,316125,2.31%
QS909,US Equity Fund,AAMC,Altisource Asset,259939,6379610,492543,10273,502816,7.88%
QS909,US Equity Fund,AAU,Almaden Minerals,417842,15472303,635248,74053,709301,4.58%
QS909,US Equity Fund,ACES,Alps Clean Energy ETF,325984,14882213,710426,-5189,705237,4.74%
QS909,US Equity Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,584540,17585,602125,2.14%
QS909,US Equity Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,185285,30205,215490,0.74%
QS909,US Equity Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,639910,47922,687832,7.56%
QS909,US Equity Fund,ACSI,American Customer Satisfaction Core,152153,20704995,785026,23480,808506,3.90%
QS909,US Equity Fund,ACU,Acme United Corp,205776,13071018,863297,82995,946292,7.24%
QS909,US Equity Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,702095,39438,741533,3.18%
QS909,US Equity Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,115755,48847,164602,0.80%
QS909,US Equity Fund,ACY,Aerocentury Corp,320237,18665084,545288,48889,594177,3.18%
QS909,US Equity Fund,AE,Adams Resources & Energy,317647,16875502,750615,45328,795943,4.72%
QS909,US Equity Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,307465,3726,311191,1.28%
QS909,US Equity Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,159658,67551,227209,1.21%
IS504,IXIX Insurance Fund,AIRI,Air Industries Group Inc,399968,26322951,104822,17221,122043,0.46%
IS504,IXIX Insurance Fund,AKG,Asanko Gold Inc,489328,19420844,763391,28290,791681,4.08%
IS504,IXIX Insurance Fund,ALFA,Alphaclone Alternative Alpha ETF,258172,27188616,38388,22934,61322,0.23%
IS504,IXIX Insurance Fund,ALO,Alio Gold Corp,269159,10642837,418602,-6477,412125,3.87%
IS504,IXIX Insurance Fund,ALTS,Mstar Alternative Solutions Proshares,233184,17841401,719006,4787,723793,4.06%
IS504,IXIX Insurance Fund,AMBO,Ambow Education Holding Ltd,145354,22314607,483360,14610,497970,2.23%
IS504,IXIX Insurance Fund,AMJ,Alerian MLP Index ETN JP Morgan,316509,29935052,889126,14605,903731,3.02%
IS504,IXIX Insurance Fund,AMJL,X-Links Mthy Pay 2X Leveraged Alerian,150244,3610070,808049,86227,894276,24.77%
IS504,IXIX Insurance Fund,AMLP,Alps Alerian MLP ETF,153286,1270470,179921,67073,246994,19.44%
IS504,IXIX Insurance Fund,AMOM,Qraft Ai-Enhanced U.S. Large Cap,430953,569073,355660,42177,397837,69.91%
SC506,OXO School Fund,APT,Alpha Pro Tech,398611,14312317,157701,69321,227022,1.59%
SC506,OXO School Fund,ARCM,Arrow Reserve Capital Management ETF,353293,18398713,674377,38920,713297,3.88%
SC506,OXO School Fund,ARGT,G-X FTSE Argentina 20 ETF,225749,18894981,745417,24843,770260,4.08%
SC506,OXO School Fund,ARKF,Ark Fintech Innovation ETF,398198,24170405,845443,22687,868130,3.59%
SC506,OXO School Fund,ARKG,Ark Genomic Revolution Multi-Sector ETF,371561,8852626,59450,83369,142819,1.61%
SC506,OXO School Fund,ARKK,Ark Innovation ETF,255860,29494971,164808,87833,252641,0.86%
SC506,OXO School Fund,ARKQ,Ark Industrial Innovation ETF,301072,19516734,164056,43616,207672,1.06%
SC506,OXO School Fund,ARKW,Ark Web X.0 ETF,172441,11679856,163178,21336,184514,1.58%
SC506,OXO School Fund,ARMP,Armata Pharmaceuticals Inc,339011,21185761,858610,3795,862405,4.07%
SC506,OXO School Fund,ARN.P,Arconic Inc Pf 3.75,378549,8297362,101781,-8963,92818,1.12%
SC506,OXO School Fund,ASEA,G-X FTSE Asean 40 ETF,448156,13976077,774563,-5686,768877,5.50%
BX790,China Equity Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,491053,27834,518887,2.45%
BX790,China Equity Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,110285,58748,169033,1.24%
BX790,China Equity Fund,AAMC,Altisource Asset,259939,6379610,690345,40258,730603,11.45%
BX790,China Equity Fund,AAU,Almaden Minerals,417842,15472303,622410,87950,710360,4.59%
BX790,China Equity Fund,ACES,Alps Clean Energy ETF,325984,14882213,860167,30832,890999,5.99%
BX790,China Equity Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,437009,33531,470540,1.67%
BX790,China Equity Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,213181,34343,247524,0.85%
BX790,China Equity Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,339019,68879,407898,4.48%
BX790,China Equity Fund,ACSI,American Customer Satisfaction Core,152153,20704995,203397,6213,209610,1.01%
BX790,China Equity Fund,ACU,Acme United Corp,205776,13071018,541535,40101,581636,4.45%
BX790,China Equity Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,625091,78782,703873,3.02%
BX790,China Equity Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,457994,81041,539035,2.62%
BX790,China Equity Fund,ACY,Aerocentury Corp,320237,18665084,360340,54678,415018,2.22%
BX790,China Equity Fund,AE,Adams Resources & Energy,317647,16875502,664695,69976,734671,4.35%
BX790,China Equity Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,258217,34783,293000,1.20%
BX790,China Equity Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,693122,29885,723007,3.85%
BX790,China Equity Fund,AFK,Africa Index ETF Vaneck,355109,2869124,741793,81094,822887,28.68%
BX790,China Equity Fund,AFTY,CSOP FTSE China A50 ETF,205065,26030948,64665,16900,81565,0.31%
BX790,China Equity Fund,AGE,Agex Therapeutics Inc,457705,11015510,45816,54821,100637,0.91%
BX790,China Equity Fund,AGG,US Aggregate Bond Ishares Core ETF,377992,3188350,59980,66218,126198,3.96%
BX790,China Equity Fund,AGGE,IQ Enhanced Core Bond U.S. ETF,276307,4860567,60807,38667,99474,2.05%
BX790,China Equity Fund,AGGP,IQ Enhanced Core Plus Bond U.S.,158489,26566289,451395,31739,483134,1.82%
BX790,China Equity Fund,AGGY,Wisdomtree Yield Enhcd US Agg Bond Fund,242824,8411862,44500,76260,120760,1.44%
AX404,DEF Private Wealth Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,483535,82127,565662,2.67%
AX404,DEF Private Wealth Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,16738,44879,61617,0.45%
AX404,DEF Private Wealth Fund,AAMC,Altisource Asset,259939,6379610,841240,13036,854276,13.39%
AX404,DEF Private Wealth Fund,AAU,Almaden Minerals,417842,15472303,32781,77234,110015,0.71%
AX404,DEF Private Wealth Fund,ACES,Alps Clean Energy ETF,325984,14882213,877706,9844,887550,5.96%
AX404,DEF Private Wealth Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,659080,84447,743527,2.64%
AX404,DEF Private Wealth Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,895076,33031,928107,3.19%
AX404,DEF Private Wealth Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,41311,84559,125870,1.38%
AX404,DEF Private Wealth Fund,ACSI,American Customer Satisfaction Core,152153,20704995,702613,34466,737079,3.56%
AX404,DEF Private Wealth Fund,ACU,Acme United Corp,205776,13071018,257661,7496,265157,2.03%
AX404,DEF Private Wealth Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,317266,81108,398374,1.71%
AX404,DEF Private Wealth Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,441378,58947,500325,2.43%
AX404,DEF Private Wealth Fund,ACY,Aerocentury Corp,320237,18665084,242297,77630,319927,1.71%
AX404,DEF Private Wealth Fund,AE,Adams Resources & Energy,317647,16875502,239215,39571,278786,1.65%
AX404,DEF Private Wealth Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,657937,1568,659505,2.71%
AX404,DEF Private Wealth Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,715266,20380,735646,3.91%
AX404,DEF Private Wealth Fund,AFK,Africa Index ETF Vaneck,355109,2869124,34889,48028,82917,2.89%
