Fund Code,Fund Name,Asset Code,Asset Name,IssuerId,Shares Outstanding,SOD Position,Transactions,EOD Position,EOD Percentage of Holdings
WS202,XYZ Insurance Fund,ANGL,Fallen Angel HY Bond ETF Vaneck,375984,6822481,300800,31740,332540,4.87%
WS202,XYZ Insurance Fund,AOA,Aggressive Allocation Ishares Core ETF,324885,26475221,250416,65885,316301,1.19%
WS202,XYZ Insurance Fund,AOIL,Aberdeen Standard Bloomberg WTI Crude,270982,14549075,270022,-5166,264856,1.82%
WS202,XYZ Insurance Fund,AOK,Conservative Allocation Ishares Core ETF,285791,8173002,234954,57653,292607,3.58%
WS202,XYZ Insurance Fund,AOM,Moderate Allocation Ishares Core ETF,204081,24708209,45808,37776,83584,0.34%
WS202,XYZ Insurance Fund,AOR,Growth Allocation Ishares Core ETF,293422,27848155,636573,-5498,631075,2.27%
SC101,Harvee School Fund,APT,Alpha Pro Tech,398611,14312317,648016,13302,661318,4.62%
SC101,Harvee School Fund,ARCM,Arrow Reserve Capital Management ETF,353293,18398713,680558,63536,744094,4.04%
SC101,Harvee School Fund,ARGT,G-X FTSE Argentina 20 ETF,225749,18894981,684883,85949,770832,4.08%
SC101,Harvee School Fund,ARKF,Ark Fintech Innovation ETF,398198,24170405,640600,27960,668560,2.77%
SC101,Harvee School Fund,ARKG,Ark Genomic Revolution Multi-Sector ETF,371561,8852626,665371,32722,698093,7.89%
SC101,Harvee School Fund,ARKK,Ark Innovation ETF,255860,29494971,810911,70544,881455,2.99%
SC101,Harvee School Fund,ARKQ,Ark Industrial Innovation ETF,301072,19516734,804930,75629,880559,4.51%
SC101,Harvee School Fund,ARKW,Ark Web X.0 ETF,172441,11679856,786396,-5333,781063,6.69%
SC101,Harvee School Fund,ARMP,Armata Pharmaceuticals Inc,339011,21185761,699360,3336,702696,3.32%
SC101,Harvee School Fund,ARN.P,Arconic Inc Pf 3.75,378549,8297362,49305,8022,57327,0.69%
SC101,Harvee School Fund,ASEA,G-X FTSE Asean 40 ETF,448156,13976077,137306,88947,226253,1.62%
SC101,Harvee School Fund,ASHR,Db-Xt Harvest CSI 300 China A,317805,8760840,468632,66259,534891,6.11%
SC101,Harvee School Fund,ASHS,Db-Xt Harvest CSI 500 China A,352585,8704216,376488,78490,454978,5.23%
SC101,Harvee School Fund,ASHX,Db-Xt CSI 300 China A Hgd Eq,248579,3334550,14269,51131,65400,1.96%
SC101,Harvee School Fund,ASM,Avino Silver & Gold,284852,15132228,65250,65574,130824,0.86%
SC101,Harvee School Fund,ATMP,Barclays Plus Select MLP ETN,254220,12262853,278555,55308,333863,2.72%
SC101,Harvee School Fund,ATNM,Actinium Pharmaceuticals Inc,196179,14895548,93040,49349,142389,0.96%
WD202,Emerging Market Fund,AUG,Auryn Resources Inc,314712,7426893,139167,52056,191223,2.57%
WD202,Emerging Market Fund,AUMN,Golden Minerals CO,338042,24375054,834579,81499,916078,3.76%
WD202,Emerging Market Fund,AUSF,Global X Adaptive US Factor ETF,269906,13569418,59115,36770,95885,0.71%
WD202,Emerging Market Fund,AWTM,Aware Ultra-Short Duration Enhanced,442960,22629602,504721,87618,592339,2.62%
WD202,Emerging Market Fund,AWX,Avalon Holdings Corp,322428,4537393,867241,-5817,861424,18.98%
WD202,Emerging Market Fund,AXJL,Asia Pacific Ex-Japan Wisdomtree,145822,12561663,139353,6837,146190,1.16%
WD202,Emerging Market Fund,AXJV,Asia Ex Japan Min Vol Ishares Edge MSCI,378352,16883873,542182,-7230,534952,3.17%
WD202,Emerging Market Fund,AXU,Alexco Resource Corp,250817,25962954,838593,78790,917383,3.53%
QS909,US Equity Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,207125,59756,266881,1.26%
QS909,US Equity Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,250831,48299,299130,2.19%
QS909,US Equity Fund,AAMC,Altisource Asset,259939,6379610,560699,44134,604833,9.48%
QS909,US Equity Fund,AAU,Almaden Minerals,417842,15472303,146909,-2119,144790,0.94%
QS909,US Equity Fund,ACES,Alps Clean Energy ETF,325984,14882213,564828,65762,630590,4.24%
QS909,US Equity Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,441427,54761,496188,1.76%
QS909,US Equity Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,693028,31661,724689,2.49%
QS909,US Equity Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,556170,35623,591793,6.50%
QS909,US Equity Fund,ACSI,American Customer Satisfaction Core,152153,20704995,789787,33325,823112,3.98%
QS909,US Equity Fund,ACU,Acme United Corp,205776,13071018,813272,77743,891015,6.82%
QS909,US Equity Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,257058,67073,324131,1.39%
QS909,US Equity Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,756687,45765,802452,3.89%
QS909,US Equity Fund,ACY,Aerocentury Corp,320237,18665084,100419,21551,121970,0.65%
QS909,US Equity Fund,AE,Adams Resources & Energy,317647,16875502,610975,66665,677640,4.02%
QS909,US Equity Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,364003,-2258,361745,1.49%
QS909,US Equity Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,508294,-2700,505594,2.69%
IS504,IXIX Insurance Fund,AIRI,Air Industries Group Inc,399968,26322951,709402,85181,794583,3.02%
IS504,IXIX Insurance Fund,AKG,Asanko Gold Inc,489328,19420844,155748,27125,182873,0.94%
IS504,IXIX Insurance Fund,ALFA,Alphaclone Alternative Alpha ETF,258172,27188616,820969,70238,891207,3.28%
IS504,IXIX Insurance Fund,ALO,Alio Gold Corp,269159,10642837,583880,5299,589179,5.54%
IS504,IXIX Insurance Fund,ALTS,Mstar Alternative Solutions Proshares,233184,17841401,648800,82674,731474,4.10%
IS504,IXIX Insurance Fund,AMBO,Ambow Education Holding Ltd,145354,22314607,520470,88718,609188,2.73%
IS504,IXIX Insurance Fund,AMJ,Alerian MLP Index ETN JP Morgan,316509,29935052,543803,8447,552250,1.84%
IS504,IXIX Insurance Fund,AMJL,X-Links Mthy Pay 2X Leveraged Alerian,150244,3610070,260373,19198,279571,7.74%
IS504,IXIX Insurance Fund,AMLP,Alps Alerian MLP ETF,153286,1270470,787783,32987,820770,64.60%
IS504,IXIX Insurance Fund,AMOM,Qraft Ai-Enhanced U.S. Large Cap,430953,569073,192868,27598,220466,38.74%
SC506,OXO School Fund,APT,Alpha Pro Tech,398611,14312317,114739,19851,134590,0.94%
SC506,OXO School Fund,ARCM,Arrow Reserve Capital Management ETF,353293,18398713,80319,10831,91150,0.50%
SC506,OXO School Fund,ARGT,G-X FTSE Argentina 20 ETF,225749,18894981,453365,13148,466513,2.47%
SC506,OXO School Fund,ARKF,Ark Fintech Innovation ETF,398198,24170405,766777,53452,820229,3.39%
SC506,OXO School Fund,ARKG,Ark Genomic Revolution Multi-Sector ETF,371561,8852626,239228,17141,256369,2.90%
SC506,OXO School Fund,ARKK,Ark Innovation ETF,255860,29494971,440780,16383,457163,1.55%
SC506,OXO School Fund,ARKQ,Ark Industrial Innovation ETF,301072,19516734,489386,49115,538501,2.76%
SC506,OXO School Fund,ARKW,Ark Web X.0 ETF,172441,11679856,460201,85070,545271,4.67%
SC506,OXO School Fund,ARMP,Armata Pharmaceuticals Inc,339011,21185761,506878,61979,568857,2.69%
SC506,OXO School Fund,ARN.P,Arconic Inc Pf 3.75,378549,8297362,715046,87826,802872,9.68%
SC506,OXO School Fund,ASEA,G-X FTSE Asean 40 ETF,448156,13976077,595913,89818,685731,4.91%
BX790,China Equity Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,189048,69843,258891,1.22%
BX790,China Equity Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,119358,70861,190219,1.39%
BX790,China Equity Fund,AAMC,Altisource Asset,259939,6379610,895970,43741,939711,14.73%
BX790,China Equity Fund,AAU,Almaden Minerals,417842,15472303,819072,79762,898834,5.81%
BX790,China Equity Fund,ACES,Alps Clean Energy ETF,325984,14882213,854900,32771,887671,5.96%
BX790,China Equity Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,697118,24613,721731,2.56%
BX790,China Equity Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,359864,79723,439587,1.51%
BX790,China Equity Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,717700,21025,738725,8.12%
BX790,China Equity Fund,ACSI,American Customer Satisfaction Core,152153,20704995,725536,22341,747877,3.61%
BX790,China Equity Fund,ACU,Acme United Corp,205776,13071018,667092,66228,733320,5.61%
BX790,China Equity Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,185085,48546,233631,1.00%
BX790,China Equity Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,804281,74790,879071,4.27%
BX790,China Equity Fund,ACY,Aerocentury Corp,320237,18665084,15424,87750,103174,0.55%
BX790,China Equity Fund,AE,Adams Resources & Energy,317647,16875502,582690,22787,605477,3.59%
BX790,China Equity Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,607537,19719,627256,2.58%
BX790,China Equity Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,300163,5581,305744,1.63%
BX790,China Equity Fund,AFK,Africa Index ETF Vaneck,355109,2869124,678885,45063,723948,25.23%
BX790,China Equity Fund,AFTY,CSOP FTSE China A50 ETF,205065,26030948,271426,20132,291558,1.12%
BX790,China Equity Fund,AGE,Agex Therapeutics Inc,457705,11015510,745505,51601,797106,7.24%
BX790,China Equity Fund,AGG,US Aggregate Bond Ishares Core ETF,377992,3188350,592574,71387,663961,20.82%
BX790,China Equity Fund,AGGE,IQ Enhanced Core Bond U.S. ETF,276307,4860567,678168,19018,697186,14.34%
BX790,China Equity Fund,AGGP,IQ Enhanced Core Plus Bond U.S.,158489,26566289,69949,50610,120559,0.45%
BX790,China Equity Fund,AGGY,Wisdomtree Yield Enhcd US Agg Bond Fund,242824,8411862,714311,24268,738579,8.78%
AX404,DEF Private Wealth Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,536309,62936,599245,2.83%
AX404,DEF Private Wealth Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,716071,82490,798561,5.85%
AX404,DEF Private Wealth Fund,AAMC,Altisource Asset,259939,6379610,616973,16949,633922,9.94%
AX404,DEF Private Wealth Fund,AAU,Almaden Minerals,417842,15472303,77435,43895,121330,0.78%
AX404,DEF Private Wealth Fund,ACES,Alps Clean Energy ETF,325984,14882213,426816,-6621,420195,2.82%
AX404,DEF Private Wealth Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,468733,30061,498794,1.77%
AX404,DEF Private Wealth Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,364453,67732,432185,1.48%
AX404,DEF Private Wealth Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,533355,88933,622288,6.84%
AX404,DEF Private Wealth Fund,ACSI,American Customer Satisfaction Core,152153,20704995,90483,29621,120104,0.58%
AX404,DEF Private Wealth Fund,ACU,Acme United Corp,205776,13071018,777288,7587,784875,6.00%
AX404,DEF Private Wealth Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,210056,11252,221308,0.95%
AX404,DEF Private Wealth Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,33823,21883,55706,0.27%
AX404,DEF Private Wealth Fund,ACY,Aerocentury Corp,320237,18665084,548375,42780,591155,3.17%
AX404,DEF Private Wealth Fund,AE,Adams Resources & Energy,317647,16875502,858819,21439,880258,5.22%
AX404,DEF Private Wealth Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,325694,26670,352364,1.45%
AX404,DEF Private Wealth Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,86139,33146,119285,0.63%
AX404,DEF Private Wealth Fund,AFK,Africa Index ETF Vaneck,355109,2869124,600383,67560,667943,23.28%
