Fund Code,Fund Name,Asset Code,Asset Name,IssuerId,Shares Outstanding,SOD Position,Transactions,EOD Position,EOD Percentage of Holdings
WS202,XYZ Insurance Fund,AMLP,Alps Alerian MLP ETF,153286,1270470,610737,-8341,602396,47.42%
WS202,XYZ Insurance Fund,AMOM,Qraft Ai-Enhanced U.S. Large Cap,430953,569073,639359,-602,638757,112.25%
WS202,XYZ Insurance Fund,AMPE,Ampio Pharmaceuticals,450084,1705883,872800,12688,885488,51.91%
WS202,XYZ Insurance Fund,AMS,American Shared Hospital Services,417056,24131521,414481,12495,426976,1.77%
WS202,XYZ Insurance Fund,AMU,Etracs Alerian MLP Index ETN,213001,4685241,74858,82490,157348,3.36%
WS202,XYZ Insurance Fund,AMUB,Etracs Alerian MLP ETN Series B,462746,7521273,129055,45579,174634,2.32%
WS202,XYZ Insurance Fund,AMZA,Infracap MLP ETF,446334,12143849,736486,86460,822946,6.78%
WS202,XYZ Insurance Fund,ANGL,Fallen Angel HY Bond ETF Vaneck,375984,6822481,776863,-1750,775113,11.36%
WS202,XYZ Insurance Fund,AOA,Aggressive Allocation Ishares Core ETF,324885,26475221,148511,19411,167922,0.63%
WS202,XYZ Insurance Fund,AOIL,Aberdeen Standard Bloomberg WTI Crude,270982,14549075,601003,41700,642703,4.42%
WS202,XYZ Insurance Fund,AOK,Conservative Allocation Ishares Core ETF,285791,8173002,10195,8295,18490,0.23%
WS202,XYZ Insurance Fund,AOM,Moderate Allocation Ishares Core ETF,204081,24708209,608952,-7404,601548,2.43%
WS202,XYZ Insurance Fund,AOR,Growth Allocation Ishares Core ETF,293422,27848155,671532,46874,718406,2.58%
SC101,Harvee School Fund,APT,Alpha Pro Tech,398611,14312317,396018,86029,482047,3.37%
SC101,Harvee School Fund,ARCM,Arrow Reserve Capital Management ETF,353293,18398713,779413,22668,802081,4.36%
SC101,Harvee School Fund,ARGT,G-X FTSE Argentina 20 ETF,225749,18894981,18430,85435,103865,0.55%
SC101,Harvee School Fund,ARKF,Ark Fintech Innovation ETF,398198,24170405,438120,44569,482689,2.00%
SC101,Harvee School Fund,ARKG,Ark Genomic Revolution Multi-Sector ETF,371561,8852626,666495,35084,701579,7.93%
SC101,Harvee School Fund,ARKK,Ark Innovation ETF,255860,29494971,296299,22115,318414,1.08%
SC101,Harvee School Fund,ARKQ,Ark Industrial Innovation ETF,301072,19516734,42978,8657,51635,0.26%
SC101,Harvee School Fund,ARKW,Ark Web X.0 ETF,172441,11679856,851385,-817,850568,7.28%
SC101,Harvee School Fund,ARMP,Armata Pharmaceuticals Inc,339011,21185761,517147,21027,538174,2.54%
SC101,Harvee School Fund,ARN.P,Arconic Inc Pf 3.75,378549,8297362,756797,51463,808260,9.74%
SC101,Harvee School Fund,ASEA,G-X FTSE Asean 40 ETF,448156,13976077,649667,43251,692918,4.96%
SC101,Harvee School Fund,ASHR,Db-Xt Harvest CSI 300 China A,317805,8760840,62666,32598,95264,1.09%
SC101,Harvee School Fund,ASHS,Db-Xt Harvest CSI 500 China A,352585,8704216,781328,69169,850497,9.77%
SC101,Harvee School Fund,ASHX,Db-Xt CSI 300 China A Hgd Eq,248579,3334550,285440,36355,321795,9.65%
SC101,Harvee School Fund,ASM,Avino Silver & Gold,284852,15132228,57039,15397,72436,0.48%
SC101,Harvee School Fund,ATMP,Barclays Plus Select MLP ETN,254220,12262853,141409,-1076,140333,1.14%
SC101,Harvee School Fund,ATNM,Actinium Pharmaceuticals Inc,196179,14895548,834290,37653,871943,5.85%
WD202,Emerging Market Fund,AUG,Auryn Resources Inc,314712,7426893,440960,1018,441978,5.95%
WD202,Emerging Market Fund,AUMN,Golden Minerals CO,338042,24375054,267142,39668,306810,1.26%
WD202,Emerging Market Fund,AUSF,Global X Adaptive US Factor ETF,269906,13569418,85710,-1440,84270,0.62%
WD202,Emerging Market Fund,AWTM,Aware Ultra-Short Duration Enhanced,442960,22629602,848433,45804,894237,3.95%
WD202,Emerging Market Fund,AWX,Avalon Holdings Corp,322428,4537393,200038,87195,287233,6.33%
WD202,Emerging Market Fund,AXJL,Asia Pacific Ex-Japan Wisdomtree,145822,12561663,783072,-5276,777796,6.19%
WD202,Emerging Market Fund,AXJV,Asia Ex Japan Min Vol Ishares Edge MSCI,378352,16883873,330434,52879,383313,2.27%
WD202,Emerging Market Fund,AXU,Alexco Resource Corp,250817,25962954,195217,68138,263355,1.01%
QS909,US Equity Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,14116,60247,74363,0.35%
QS909,US Equity Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,142676,60043,202719,1.48%
QS909,US Equity Fund,AAMC,Altisource Asset,259939,6379610,583588,16227,599815,9.40%
QS909,US Equity Fund,AAU,Almaden Minerals,417842,15472303,740147,50330,790477,5.11%
QS909,US Equity Fund,ACES,Alps Clean Energy ETF,325984,14882213,404333,88450,492783,3.31%
QS909,US Equity Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,188656,46158,234814,0.83%
QS909,US Equity Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,88906,14529,103435,0.36%
QS909,US Equity Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,664185,49637,713822,7.84%
QS909,US Equity Fund,ACSI,American Customer Satisfaction Core,152153,20704995,717513,49164,766677,3.70%
QS909,US Equity Fund,ACU,Acme United Corp,205776,13071018,128314,71674,199988,1.53%
QS909,US Equity Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,482221,86947,569168,2.44%
QS909,US Equity Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,503985,-5554,498431,2.42%
QS909,US Equity Fund,ACY,Aerocentury Corp,320237,18665084,873218,53505,926723,4.97%
QS909,US Equity Fund,AE,Adams Resources & Energy,317647,16875502,321581,77751,399332,2.37%
QS909,US Equity Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,889346,33075,922421,3.79%
QS909,US Equity Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,847656,3273,850929,4.53%
IS504,IXIX Insurance Fund,AIRI,Air Industries Group Inc,399968,26322951,477832,22128,499960,1.90%
IS504,IXIX Insurance Fund,AKG,Asanko Gold Inc,489328,19420844,88304,80871,169175,0.87%
IS504,IXIX Insurance Fund,ALFA,Alphaclone Alternative Alpha ETF,258172,27188616,540743,57883,598626,2.20%
IS504,IXIX Insurance Fund,ALO,Alio Gold Corp,269159,10642837,163396,3033,166429,1.56%
IS504,IXIX Insurance Fund,ALTS,Mstar Alternative Solutions Proshares,233184,17841401,338141,6775,344916,1.93%
IS504,IXIX Insurance Fund,AMBO,Ambow Education Holding Ltd,145354,22314607,529092,35443,564535,2.53%
IS504,IXIX Insurance Fund,AMJ,Alerian MLP Index ETN JP Morgan,316509,29935052,619336,69791,689127,2.30%
IS504,IXIX Insurance Fund,AMJL,X-Links Mthy Pay 2X Leveraged Alerian,150244,3610070,375470,74795,450265,12.47%
IS504,IXIX Insurance Fund,AMLP,Alps Alerian MLP ETF,153286,1270470,851259,32277,883536,69.54%
IS504,IXIX Insurance Fund,AMOM,Qraft Ai-Enhanced U.S. Large Cap,430953,569073,353941,86642,440583,77.42%
SC506,OXO School Fund,APT,Alpha Pro Tech,398611,14312317,306959,89958,396917,2.77%
SC506,OXO School Fund,ARCM,Arrow Reserve Capital Management ETF,353293,18398713,556019,85493,641512,3.49%
SC506,OXO School Fund,ARGT,G-X FTSE Argentina 20 ETF,225749,18894981,520514,23422,543936,2.88%
SC506,OXO School Fund,ARKF,Ark Fintech Innovation ETF,398198,24170405,550822,58179,609001,2.52%
SC506,OXO School Fund,ARKG,Ark Genomic Revolution Multi-Sector ETF,371561,8852626,589591,53321,642912,7.26%
SC506,OXO School Fund,ARKK,Ark Innovation ETF,255860,29494971,280730,41415,322145,1.09%
SC506,OXO School Fund,ARKQ,Ark Industrial Innovation ETF,301072,19516734,590508,17845,608353,3.12%
SC506,OXO School Fund,ARKW,Ark Web X.0 ETF,172441,11679856,811502,84818,896320,7.67%
SC506,OXO School Fund,ARMP,Armata Pharmaceuticals Inc,339011,21185761,868813,67253,936066,4.42%
SC506,OXO School Fund,ARN.P,Arconic Inc Pf 3.75,378549,8297362,793432,76915,870347,10.49%
SC506,OXO School Fund,ASEA,G-X FTSE Asean 40 ETF,448156,13976077,608415,17308,625723,4.48%
BX790,China Equity Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,875820,88971,964791,4.56%
BX790,China Equity Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,854616,21593,876209,6.42%
BX790,China Equity Fund,AAMC,Altisource Asset,259939,6379610,324572,84187,408759,6.41%
BX790,China Equity Fund,AAU,Almaden Minerals,417842,15472303,696213,86276,782489,5.06%
BX790,China Equity Fund,ACES,Alps Clean Energy ETF,325984,14882213,239931,47907,287838,1.93%
BX790,China Equity Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,202761,2845,205606,0.73%
BX790,China Equity Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,751365,-132,751233,2.58%
BX790,China Equity Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,673725,71579,745304,8.19%
BX790,China Equity Fund,ACSI,American Customer Satisfaction Core,152153,20704995,666182,5809,671991,3.25%
BX790,China Equity Fund,ACU,Acme United Corp,205776,13071018,829089,34562,863651,6.61%
BX790,China Equity Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,539930,34330,574260,2.46%
BX790,China Equity Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,506721,-6516,500205,2.43%
BX790,China Equity Fund,ACY,Aerocentury Corp,320237,18665084,97040,81286,178326,0.96%
BX790,China Equity Fund,AE,Adams Resources & Energy,317647,16875502,533602,63679,597281,3.54%
BX790,China Equity Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,99427,47160,146587,0.60%
BX790,China Equity Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,773827,48211,822038,4.37%
BX790,China Equity Fund,AFK,Africa Index ETF Vaneck,355109,2869124,246185,20079,266264,9.28%
BX790,China Equity Fund,AFTY,CSOP FTSE China A50 ETF,205065,26030948,632101,21385,653486,2.51%
BX790,China Equity Fund,AGE,Agex Therapeutics Inc,457705,11015510,466416,78066,544482,4.94%
BX790,China Equity Fund,AGG,US Aggregate Bond Ishares Core ETF,377992,3188350,451056,89165,540221,16.94%
BX790,China Equity Fund,AGGE,IQ Enhanced Core Bond U.S. ETF,276307,4860567,589411,1764,591175,12.16%
BX790,China Equity Fund,AGGP,IQ Enhanced Core Plus Bond U.S.,158489,26566289,337560,-677,336883,1.27%
BX790,China Equity Fund,AGGY,Wisdomtree Yield Enhcd US Agg Bond Fund,242824,8411862,697663,2905,700568,8.33%
AX404,DEF Private Wealth Fund,AAAU,Perth Mint Physical Gold ETF,191176,21150900,470786,54692,525478,2.48%
AX404,DEF Private Wealth Fund,AADR,Advisorshares Dorsey Wright ADR,190299,13657329,284653,32728,317381,2.32%
AX404,DEF Private Wealth Fund,AAMC,Altisource Asset,259939,6379610,623381,71453,694834,10.89%
AX404,DEF Private Wealth Fund,AAU,Almaden Minerals,417842,15472303,488022,70303,558325,3.61%
AX404,DEF Private Wealth Fund,ACES,Alps Clean Energy ETF,325984,14882213,524841,23507,548348,3.68%
AX404,DEF Private Wealth Fund,ACIM,ACWI IMI MSCI ETF SPDR,379181,28144402,838660,70271,908931,3.23%
AX404,DEF Private Wealth Fund,ACIO,Aptus Collared Income Opportunity ETF,192058,29120162,735210,59888,795098,2.73%
AX404,DEF Private Wealth Fund,ACSG,Xtrackers MSCI ACWI Ex USA ESG Leaders,300197,9101072,546730,-663,546067,6.00%
AX404,DEF Private Wealth Fund,ACSI,American Customer Satisfaction Core,152153,20704995,802620,25402,828022,4.00%
AX404,DEF Private Wealth Fund,ACU,Acme United Corp,205776,13071018,826726,44613,871339,6.67%
AX404,DEF Private Wealth Fund,ACWF,Global Multifactor Ishares Edge MSCI ETF,449423,23333380,506299,57526,563825,2.42%
AX404,DEF Private Wealth Fund,ACWV,Global Min Vol Ishares Edge MSCI ETF,435537,20610747,126511,48954,175465,0.85%
AX404,DEF Private Wealth Fund,ACY,Aerocentury Corp,320237,18665084,45926,50875,96801,0.52%
AX404,DEF Private Wealth Fund,AE,Adams Resources & Energy,317647,16875502,699607,55995,755602,4.48%
AX404,DEF Private Wealth Fund,AEF,Aberdeen EM Equity Income Fund Inc,179710,24315663,550240,42142,592382,2.44%
AX404,DEF Private Wealth Fund,AFIF,Anfield Universal Fixed Income ETF,393815,18798521,371981,11531,383512,2.04%
AX404,DEF Private Wealth Fund,AFK,Africa Index ETF Vaneck,355109,2869124,189383,7650,197033,6.87%
